"Date/Time (PST)","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2022-11-27 19:00:00",13.15,0.03,96.1,37.15,2.333,20.6,0.495,0.466,0.514,0.95,1.129,1.129
"2022-11-27 18:00:00",13.15,0.03,95.8,36.99,1.328,20.2,0.495,0.466,0.515,0.949,1.129,1.129
"2022-11-27 17:00:00",13.15,0.03,96.3,37.05,1.73,20.93,0.495,0.466,0.515,0.947,1.13,1.13
"2022-11-27 16:00:00",13.15,0.08,96.4,35.91,46.2,21.13,0.495,0.466,0.515,0.948,1.132,1.132
"2022-11-27 15:00:00",13.15,0.03,96.1,34.34,-0.346,20.76,0.495,0.466,0.516,0.947,1.131,1.131
"2022-11-27 14:00:00",13.15,0.03,96.2,173.1,-0.413,21,0.496,0.466,0.517,0.947,1.131,1.131
"2022-11-27 13:00:00",13.15,0.01,96,30.99,7.221,20.96,0.496,0.466,0.517,0.949,1.132,1.132
"2022-11-27 12:00:00",13.15,0.02,96.1,33.27,6.82,20.32,0.496,0.466,0.517,0.949,1.133,1.133
"2022-11-27 11:00:00",13.15,0.01,95.8,34.07,7.322,20.03,0.496,0.466,0.518,0.95,1.132,1.132
"2022-11-27 10:00:00",13.15,0.01,95.5,34.04,7.355,19.73,0.496,0.466,0.519,0.952,1.135,1.135
"2022-11-27 09:00:00",13.15,0.01,95.4,33.8,7.355,19.8,0.496,0.466,0.52,0.954,1.133,1.133
"2022-11-27 08:00:00",13.15,0.02,96.1,34.07,7.489,20.47,0.496,0.466,0.521,0.957,1.131,1.131
"2022-11-27 07:00:00",13.15,0.09,97.1,34.39,7.228,22.73,0.496,0.466,0.522,0.956,1.133,1.133
"2022-11-27 06:00:00",13.16,0.08,98.4,34.11,7.503,25.35,0.496,0.466,0.523,0.953,1.137,1.137
"2022-11-27 05:00:00",13.16,0.14,99.9,33.67,6.766,27.61,0.496,0.466,0.524,0.953,1.136,1.136
"2022-11-27 04:00:00",13.16,0.13,99.7,32.67,5.829,27.3,0.496,0.466,0.524,0.952,1.136,1.136
"2022-11-27 03:00:00",13.16,0.1,99.8,31.46,4.189,27.68,0.496,0.466,0.524,0.952,1.135,1.135
"2022-11-27 02:00:00",13.16,0.11,99.7,29.25,3.486,27.71,0.496,0.466,0.524,0.951,1.135,1.135
"2022-11-27 01:00:00",13.16,0.07,99.8,28.95,46.2,27.82,0.496,0.466,0.524,0.951,1.136,1.136
"2022-11-27 00:00:00",13.16,0.02,99.8,28.45,2.582,27.67,0.496,0.466,0.525,0.954,1.141,1.141
"2022-11-26 23:00:00",13.16,0.04,99.5,28.75,2.884,27.24,0.496,0.466,0.525,0.953,1.142,1.142
"2022-11-26 22:00:00",13.16,0.01,99.7,28.78,46.2,27.52,0.496,0.466,0.526,0.954,1.144,1.144
"2022-11-26 21:00:00",13.16,0.01,99.9,29.08,2.415,27.37,0.496,0.466,0.526,0.955,1.146,1.146
"2022-11-26 20:00:00",13.16,0.01,99.2,28.62,46.2,26.66,0.496,0.466,0.526,0.956,1.149,1.149
"2022-11-26 19:00:00",13.16,0.01,99.3,28.07,46.2,26.73,0.496,0.466,0.526,0.956,1.15,1.15
"2022-11-26 18:00:00",13.16,0.02,99.2,28.95,1.473,26.07,0.496,0.466,0.527,0.956,1.149,1.149
"2022-11-26 17:00:00",13.16,0,98.8,28.97,1.403,25.37,0.496,0.466,0.528,0.956,1.15,1.15
"2022-11-26 16:00:00",13.16,0,97.8,28.18,46.2,24.79,0.496,0.466,0.529,0.957,1.15,1.15
"2022-11-26 15:00:00",13.16,0,97.6,329.3,46.2,24.98,0.496,0.466,0.529,0.957,1.15,1.15
"2022-11-26 14:00:00",13.16,0,96.9,27.09,46.2,24.66,0.496,0.466,0.529,0.957,1.15,1.15
"2022-11-26 13:00:00",13.16,0,97.1,27.56,46.2,24.11,0.496,0.466,0.53,0.958,1.15,1.15
"2022-11-26 12:00:00",13.16,0,95.9,27.35,1.167,24.45,0.496,0.466,0.531,0.96,1.15,1.15
"2022-11-26 11:00:00",13.15,0,97.2,27.98,1.462,22.7,0.496,0.466,0.531,0.971,1.156,1.156
"2022-11-26 10:00:00",13.15,0,95.7,28.45,1.529,21.14,0.496,0.466,0.531,0.977,1.161,1.161
"2022-11-26 09:00:00",13.15,0,94.6,28.65,1.529,19.71,0.496,0.466,0.533,0.977,1.162,1.162
"2022-11-26 08:00:00",13.15,0,95,28.85,1.663,18.28,0.496,0.466,0.536,0.977,1.163,1.163
"2022-11-26 07:00:00",13.15,0,93.6,28.92,1.663,19.02,0.496,0.466,0.539,0.977,1.165,1.165
"2022-11-26 06:00:00",13.16,0,94.2,28.65,1.529,19.8,0.496,0.466,0.541,0.97,1.157,1.157
"2022-11-26 05:00:00",13.16,0,95.8,28.35,1.529,21.48,0.496,0.466,0.543,0.968,1.153,1.153
"2022-11-26 04:00:00",13.16,0,96,28.18,1.529,22.31,0.496,0.466,0.546,0.97,1.154,1.154
"2022-11-26 03:00:00",13.16,0,96.3,28.38,1.496,22.33,0.496,0.466,0.547,0.971,1.157,1.157
"2022-11-26 02:00:00",13.16,0,96.4,28.38,1.462,22.33,0.496,0.466,0.549,0.972,1.16,1.16
"2022-11-26 01:00:00",13.16,0.01,96.3,28.41,1.529,22.44,0.496,0.466,0.55,0.976,1.162,1.162
"2022-11-26 00:00:00",13.16,0,96.7,26.54,-0.412,22.73,0.496,0.466,0.55,0.977,1.165,1.165
"2022-11-25 23:00:00",13.16,0,96.9,26.65,46.2,22.9,0.496,0.466,0.55,0.975,1.164,1.164
"2022-11-25 22:00:00",13.16,0.01,97.1,26.03,46.2,23.91,0.496,0.466,0.551,0.975,1.163,1.163
"2022-11-25 21:00:00",13.16,0,98.2,329.3,46.2,24.97,0.496,0.466,0.55,0.975,1.165,1.165
"2022-11-25 20:00:00",13.16,0,98.2,329.3,46.2,24.72,0.496,0.466,0.55,0.975,1.167,1.167
"2022-11-25 19:00:00",13.16,0.01,98.2,329.3,46.2,24.92,0.496,0.466,0.548,0.975,1.168,1.168
"2022-11-25 18:00:00",13.16,0.06,98.6,27.14,0.54,25.6,0.495,0.466,0.544,0.975,1.167,1.167
"2022-11-25 17:00:00",13.16,0.06,99.7,26.64,46.2,26.93,0.495,0.466,0.538,0.972,1.161,1.161
"2022-11-25 16:00:00",13.16,0.04,100,26.27,-0.062,27.79,0.495,0.466,0.532,0.975,1.161,1.161
"2022-11-25 15:00:00",13.16,0.04,100,24.7,-0.397,28.97,0.495,0.466,0.527,0.977,1.162,1.162
"2022-11-25 14:00:00",13.16,0.01,100,25.34,-0.397,30.87,0.495,0.466,0.524,0.974,1.158,1.158
"2022-11-25 13:00:00",13.16,0.01,100,25.7,-0.391,31.65,0.495,0.466,0.523,0.974,1.158,1.158
"2022-11-25 12:00:00",13.16,0.02,100,25.74,-0.386,33.71,0.495,0.466,0.522,0.973,1.158,1.158
"2022-11-25 11:00:00",13.16,0.02,99.5,25.97,-0.382,35.17,0.495,0.465,0.522,0.972,1.157,1.157
"2022-11-25 10:00:00",13.16,0.04,97.4,25.97,-0.381,35.76,0.495,0.465,0.522,0.969,1.154,1.154
"2022-11-25 09:00:00",13.16,0,69.93,25.84,-0.381,38.1,0.495,0.465,0.522,0.972,1.156,1.156
"2022-11-25 08:00:00",13.16,0,65.03,26.04,-0.248,37.73,0.495,0.465,0.522,0.974,1.158,1.158
"2022-11-25 07:00:00",13.16,0,57.07,26.14,-0.247,39.12,0.495,0.465,0.521,0.974,1.16,1.16
"2022-11-25 06:00:00",13.16,0,48.37,26.24,-0.314,38.7,0.495,0.465,0.521,0.97,1.155,1.155
"2022-11-25 05:00:00",13.16,0,42.52,26.14,-0.381,40,0.495,0.465,0.52,0.965,1.148,1.148
"2022-11-25 04:00:00",13.17,0,42.07,26.08,-0.381,40.82,0.495,0.465,0.52,0.969,1.154,1.154
"2022-11-25 03:00:00",13.17,0,32.49,26.68,-0.347,43.94,0.494,0.465,0.519,0.967,1.156,1.156
"2022-11-25 02:00:00",13.17,0,28.77,26.11,-0.381,46.2,0.494,0.465,0.518,0.964,1.156,1.156
"2022-11-25 01:00:00",13.17,0,23.47,26.48,-0.381,49.71,0.494,0.465,0.518,0.964,1.156,1.156
"2022-11-25 00:00:00",13.17,0,24.44,26.71,-0.38,50.28,0.494,0.465,0.517,0.964,1.156,1.156
"2022-11-24 23:00:00",13.17,0,25.54,26.61,-0.313,50.23,0.494,0.465,0.517,0.964,1.156,1.156
"2022-11-24 22:00:00",13.17,0,26.79,26.38,-0.38,50.48,0.494,0.465,0.516,0.964,1.156,1.156
"2022-11-24 21:00:00",13.17,0,27.67,26.24,-0.38,51.11,0.494,0.465,0.516,0.964,1.156,1.156
"2022-11-24 20:00:00",13.17,0,29.64,26.73,-0.312,51.91,0.494,0.465,0.515,0.965,1.156,1.156
"2022-11-24 19:00:00",13.17,0,30.02,26.31,-0.314,52.03,0.494,0.465,0.515,0.965,1.156,1.156
"2022-11-24 18:00:00",13.17,0,30.76,26.18,-0.347,52,0.494,0.465,0.515,0.971,1.156,1.156
"2022-11-24 17:00:00",13.17,0,31.96,26.46,-0.311,50.64,0.494,0.465,0.515,0.964,1.156,1.156
"2022-11-24 16:00:00",13.17,0,31.42,26.3,-0.505,52.46,0.494,0.465,0.515,0.966,1.159,1.159
"2022-11-24 15:00:00",13.17,0,29.06,24.11,-0.837,55.32,0.494,0.465,0.514,0.966,1.158,1.158
"2022-11-24 14:00:00",13.17,0,27.8,23.9,-0.336,56.72,0.494,0.465,0.514,0.967,1.159,1.159
"2022-11-24 13:00:00",13.17,0,31.1,24.61,-0.447,54.74,0.495,0.465,0.514,0.976,1.165,1.165
"2022-11-24 12:00:00",13.17,0,30.32,26.31,-0.046,54.49,0.495,0.465,0.514,0.975,1.174,1.174
"2022-11-24 11:00:00",13.17,0,28.79,25.97,-0.381,52.46,0.495,0.465,0.514,0.973,1.173,1.173
"2022-11-24 10:00:00",13.17,0,19.89,26.44,-0.514,51.65,0.495,0.465,0.514,0.973,1.173,1.173
"2022-11-24 09:00:00",13.17,0,31.65,26.14,-0.514,49.78,0.495,0.465,0.515,0.977,1.167,1.167
"2022-11-24 08:00:00",13.16,0,27.38,26.78,-0.381,46.42,0.495,0.465,0.515,0.983,1.173,1.173
"2022-11-24 07:00:00",13.16,0,31.16,26.61,-0.381,44.42,0.495,0.465,0.516,0.989,1.181,1.181
"2022-11-24 06:00:00",13.16,0,32.02,26.58,-0.381,43.83,0.495,0.465,0.517,0.991,1.184,1.184
"2022-11-24 05:00:00",13.16,0,37.51,26.44,-0.381,42.39,0.495,0.465,0.517,0.993,1.186,1.186
"2022-11-24 04:00:00",13.16,0,37.6,26.5,-0.315,42.42,0.495,0.465,0.518,0.993,1.187,1.187
"2022-11-24 03:00:00",13.16,0,59.43,25.71,-0.381,40.47,0.495,0.465,0.519,0.989,1.186,1.186
"2022-11-24 02:00:00",13.17,0,57.87,25.17,-0.381,42.86,0.495,0.465,0.52,0.984,1.184,1.184
"2022-11-24 01:00:00",13.16,0,58.97,25.31,-0.381,45.01,0.495,0.465,0.521,0.987,1.188,1.188
"2022-11-24 00:00:00",13.16,0,61.69,25.44,-0.381,44.02,0.495,0.465,0.522,0.993,1.193,1.193
"2022-11-23 23:00:00",13.16,0,55.49,25.9,-0.382,40.19,0.495,0.465,0.522,0.993,1.195,1.195
"2022-11-23 22:00:00",13.16,0,49.27,25.38,-0.384,39.41,0.495,0.465,0.523,0.994,1.196,1.196
"2022-11-23 21:00:00",13.16,0,43.98,25.81,-0.39,39.17,0.495,0.465,0.524,0.993,1.193,1.193
"2022-11-23 20:00:00",13.16,0,35.83,26.01,-0.397,36.48,0.495,0.465,0.524,0.997,1.191,1.191
"2022-11-23 19:00:00",13.16,0,47.42,25.67,-0.397,33.5,0.495,0.465,0.525,0.999,1.193,1.193
"2022-11-23 18:00:00",13.16,0,71.14,24.87,-0.464,30.44,0.495,0.465,0.526,0.999,1.193,1.193
"2022-11-23 17:00:00",13.16,0,78.47,23.6,-0.397,30.31,0.495,0.465,0.527,0.996,1.191,1.191
"2022-11-23 16:00:00",13.16,0,92.8,23.33,-0.396,31.45,0.495,0.465,0.527,0.994,1.197,1.197
"2022-11-23 15:00:00",13.16,0,92.2,22.75,-0.459,32.91,0.495,0.465,0.529,0.994,1.197,1.197
"2022-11-23 14:00:00",13.16,0,95,23.61,46.2,33,0.495,0.465,0.53,0.995,1.196,1.196
"2022-11-23 13:00:00",13.16,0,86.8,23.69,46.2,34.14,0.495,0.465,0.531,0.995,1.197,1.197
"2022-11-23 12:00:00",13.16,0,99.5,329.3,46.2,32.35,0.495,0.465,0.532,1.001,1.203,1.203
"2022-11-23 11:00:00",13.16,0,96.9,27.21,46.2,30.53,0.495,0.465,0.534,1.008,1.211,1.211
"2022-11-23 10:00:00",13.16,0,98.3,27.58,46.2,29.17,0.495,0.465,0.537,1.014,1.215,1.215
"2022-11-23 09:00:00",13.16,0,99.9,27.9,3.039,27.92,0.495,0.465,0.541,1.015,1.208,1.208
"2022-11-23 08:00:00",13.16,0,97.7,28.12,3.071,24.18,0.495,0.465,0.545,1.014,1.208,1.208
"2022-11-23 07:00:00",13.16,0,97.6,28.33,3.349,25.16,0.495,0.465,0.55,1.014,1.214,1.214
"2022-11-23 06:00:00",13.16,0,98.3,28.28,3.687,26.12,0.495,0.465,0.558,1.014,1.217,1.217
"2022-11-23 05:00:00",13.16,0,99,28.4,3.886,26.55,0.495,0.465,0.566,1.014,1.217,1.217
"2022-11-23 04:00:00",13.16,0,99,28.26,3.885,26.37,0.495,0.465,0.573,1.014,1.217,1.217
"2022-11-23 03:00:00",13.16,0,98.8,28.41,3.954,26.28,0.495,0.465,0.575,1.014,1.217,1.217
"2022-11-23 02:00:00",13.16,0,98.5,28.21,3.955,26.26,0.495,0.465,0.578,1.014,1.216,1.216
"2022-11-23 01:00:00",13.16,0,99.6,28.48,4.089,27.25,0.494,0.465,0.587,1.014,1.214,1.214
"2022-11-23 00:00:00",13.16,0.01,99.6,28.52,3.754,27.33,0.494,0.465,0.59,1.014,1.212,1.212
"2022-11-22 23:00:00",13.16,0.05,100,28.48,3.553,28.13,0.494,0.465,0.59,1.018,1.212,1.212
"2022-11-22 22:00:00",13.16,0.04,100,27.95,3.553,28.2,0.494,0.464,0.59,1.018,1.212,1.212
"2022-11-22 21:00:00",13.16,0.03,100,27.58,3.151,28.15,0.494,0.464,0.59,1.018,1.212,1.212
"2022-11-22 20:00:00",13.16,0.01,100,27.41,2.884,28.23,0.493,0.464,0.59,1.019,1.213,1.213
"2022-11-22 19:00:00",13.16,0.05,100,27.41,2.616,28.91,0.493,0.463,0.59,1.018,1.212,1.212
"2022-11-22 18:00:00",13.16,0.08,100,26.91,2.013,29.86,0.493,0.463,0.589,1.014,1.207,1.207
"2022-11-22 17:00:00",13.16,0.17,100,27.18,1.645,30.83,0.492,0.462,0.586,1.013,1.207,1.207
"2022-11-22 16:00:00",13.16,0.08,100,26.14,1.88,31.06,0.491,0.462,0.571,1.013,1.207,1.207
"2022-11-22 15:00:00",13.16,0.09,100,25.54,1.143,31.94,0.49,0.461,0.538,1.013,1.207,1.207
"2022-11-22 14:00:00",13.16,0.17,100,25.5,0.808,32.06,0.489,0.46,0.501,1.013,1.207,1.207
"2022-11-22 13:00:00",13.16,0.22,100,24.27,0.005,32.06,0.489,0.459,0.492,1.013,1.208,1.208
"2022-11-22 12:00:00",13.16,0.15,100,23.33,-0.663,32.26,0.489,0.459,0.49,1.013,1.211,1.211
"2022-11-22 11:00:00",13.16,0.15,100,23.71,-0.323,32.35,0.489,0.459,0.49,1.013,1.214,1.214
"2022-11-22 10:00:00",13.16,0.05,99.8,23.49,-0.253,34.61,0.489,0.459,0.489,1.013,1.216,1.216
"2022-11-22 09:00:00",13.16,0.08,99.9,23.03,-0.381,35.73,0.489,0.459,0.489,1.014,1.215,1.215
"2022-11-22 08:00:00",13.16,0.04,99.9,22.96,-0.247,36.81,0.489,0.459,0.489,1.012,1.211,1.211
"2022-11-22 07:00:00",13.16,0,95.3,23.36,-0.28,38.34,0.488,0.458,0.489,1.012,1.213,1.213
"2022-11-22 06:00:00",13.16,0,99.7,23.43,-0.381,37.33,0.489,0.459,0.489,1.015,1.215,1.215
"2022-11-22 05:00:00",13.16,0,99.6,23.55,-0.383,37.52,0.489,0.459,0.489,1.014,1.216,1.216
"2022-11-22 04:00:00",13.16,0.02,100,23.54,-0.385,35.85,0.489,0.459,0.489,1.014,1.216,1.216
"2022-11-22 03:00:00",13.16,0.01,93.9,23.73,-0.252,36.23,0.489,0.459,0.489,1.013,1.215,1.215
"2022-11-22 02:00:00",13.16,0,64.03,23.3,-0.247,37.27,0.488,0.459,0.489,1.015,1.209,1.209
"2022-11-22 01:00:00",13.16,0,66.79,23.36,-0.381,39.05,0.489,0.459,0.49,1.014,1.209,1.209
"2022-11-22 00:00:00",13.16,0,62.94,23.46,-0.381,39.28,0.489,0.459,0.49,1.017,1.215,1.215
"2022-11-21 23:00:00",13.16,0,47.97,24.04,-0.385,36.57,0.489,0.459,0.49,1.014,1.216,1.216
"2022-11-21 22:00:00",13.16,0,54.35,23.96,-0.258,36.36,0.489,0.459,0.49,1.017,1.221,1.221
"2022-11-21 21:00:00",13.16,0,58.31,24.01,-0.261,35.78,0.489,0.459,0.49,1.018,1.223,1.223
"2022-11-21 20:00:00",13.16,0,53.14,24.18,-0.256,36.1,0.489,0.459,0.49,1.015,1.221,1.221
"2022-11-21 19:00:00",13.16,0,46.64,24.32,-0.389,36.02,0.489,0.459,0.49,1.016,1.222,1.222
"2022-11-21 18:00:00",13.16,0,36.98,24.23,-0.381,35.66,0.489,0.459,0.49,1.015,1.218,1.218
"2022-11-21 17:00:00",13.16,0,50.73,24.09,-0.382,36.81,0.489,0.459,0.49,1.012,1.212,1.212
"2022-11-21 16:00:00",13.17,0,53.95,23.77,-0.381,39.07,0.489,0.459,0.49,1.011,1.204,1.204
"2022-11-21 15:00:00",13.17,0,55.67,23.26,-0.381,39.01,0.489,0.459,0.49,1.011,1.205,1.205
"2022-11-21 14:00:00",13.17,0,64.73,22.13,-0.381,41.22,0.489,0.459,0.49,1.011,1.209,1.209
"2022-11-21 13:00:00",13.17,0,61.09,22.46,-0.414,42.62,0.489,0.459,0.49,1.011,1.21,1.21
"2022-11-21 12:00:00",13.17,0,58.83,23.3,-0.381,42.13,0.489,0.459,0.49,1.011,1.207,1.207
"2022-11-21 11:00:00",13.17,0,57.24,23.83,-0.447,42.68,0.489,0.459,0.49,1.011,1.206,1.206
"2022-11-21 10:00:00",13.16,0,65.01,23.93,-0.381,41.11,0.489,0.459,0.49,1.012,1.207,1.207
"2022-11-21 09:00:00",13.16,0,50.24,24.09,-0.383,38.83,0.489,0.459,0.49,1.015,1.222,1.222
"2022-11-21 08:00:00",13.16,0,30.53,24.3,-0.386,36.8,0.489,0.459,0.49,1.015,1.223,1.223
"2022-11-21 07:00:00",13.16,0,24.62,24.53,-0.387,36.37,0.489,0.459,0.491,1.013,1.224,1.224
"2022-11-21 06:00:00",13.16,0,24.19,24.5,-0.253,35.92,0.489,0.459,0.491,1.014,1.223,1.223
"2022-11-21 05:00:00",13.16,0,24.44,24.4,-0.385,36.34,0.489,0.459,0.491,1.014,1.222,1.222
"2022-11-21 04:00:00",13.16,0,23.41,24.52,-0.389,36.22,0.49,0.459,0.491,1.015,1.225,1.225
"2022-11-21 03:00:00",13.16,0,24.31,24.48,-0.389,36.11,0.49,0.459,0.491,1.016,1.225,1.225
"2022-11-21 02:00:00",13.16,0,25.24,24.52,-0.388,35.79,0.49,0.459,0.491,1.015,1.225,1.225
"2022-11-21 01:00:00",13.16,0,23.84,24.42,-0.255,36.45,0.49,0.459,0.491,1.014,1.225,1.225
"2022-11-21 00:00:00",13.16,0,24.43,24.84,-0.385,36.33,0.49,0.459,0.491,1.013,1.225,1.225
"2022-11-20 23:00:00",13.16,0,23.93,24.55,-0.388,36.6,0.49,0.459,0.491,1.013,1.225,1.225
"2022-11-20 22:00:00",13.16,0,24.47,24.32,-0.355,36.96,0.49,0.459,0.491,1.014,1.225,1.225
"2022-11-20 21:00:00",13.16,0,30.2,24.77,-0.391,35.53,0.49,0.46,0.491,1.015,1.225,1.225
"2022-11-20 20:00:00",13.17,0,32.81,24.75,-0.393,36,0.49,0.46,0.491,1.017,1.225,1.225
"2022-11-20 19:00:00",13.16,0,34.55,24.51,-0.26,34.92,0.49,0.46,0.492,1.017,1.225,1.225
"2022-11-20 18:00:00",13.16,0,33.1,24.37,-0.391,35.3,0.49,0.46,0.492,1.015,1.225,1.225
"2022-11-20 17:00:00",13.17,0,33.18,24.35,-0.384,35.92,0.49,0.46,0.492,1.012,1.222,1.222
"2022-11-20 16:00:00",13.17,0,28.26,23.5,-0.514,38.81,0.49,0.46,0.492,1.011,1.215,1.215
"2022-11-20 15:00:00",13.17,0,25.59,21.83,-0.849,41.86,0.49,0.46,0.492,1.011,1.214,1.214
"2022-11-20 14:00:00",13.17,0,23.62,21.62,-0.514,42.73,0.49,0.46,0.492,1.011,1.214,1.214
"2022-11-20 13:00:00",13.16,0,22.96,22.6,-0.381,40.85,0.49,0.46,0.492,1.012,1.217,1.217
"2022-11-20 12:00:00",13.16,0,22.03,24.1,-0.381,39.9,0.49,0.46,0.492,1.014,1.223,1.223
"2022-11-20 11:00:00",13.16,0,19.73,24.57,-0.381,38.66,0.49,0.46,0.492,1.015,1.226,1.226
"2022-11-20 10:00:00",13.16,0,22.21,24.37,-0.381,37.5,0.49,0.46,0.492,1.015,1.225,1.225
"2022-11-20 09:00:00",13.16,0,18.61,24.62,-0.322,36.89,0.49,0.46,0.492,1.017,1.225,1.225
"2022-11-20 08:00:00",13.16,0,20.76,24.56,-0.393,35.19,0.49,0.46,0.492,1.016,1.225,1.225
"2022-11-20 07:00:00",13.16,0,20.45,24.74,-0.395,34.94,0.49,0.46,0.493,1.017,1.225,1.225
"2022-11-20 06:00:00",13.16,0,22,24.73,-0.395,34.67,0.491,0.46,0.493,1.021,1.226,1.226
"2022-11-20 05:00:00",13.16,0,20.76,25.07,-0.397,34.77,0.491,0.46,0.493,1.027,1.231,1.231
"2022-11-20 04:00:00",13.16,0,21.99,25.17,-0.397,33.49,0.491,0.46,0.493,1.028,1.231,1.231
"2022-11-20 03:00:00",13.16,0,22.38,25.03,-0.33,33.49,0.491,0.46,0.493,1.028,1.231,1.231
"2022-11-20 02:00:00",13.16,0,20.1,25,-0.397,34.56,0.491,0.46,0.493,1.027,1.231,1.231
"2022-11-20 01:00:00",13.16,0,19.34,25.07,-0.397,34.64,0.491,0.46,0.493,1.028,1.231,1.231
"2022-11-20 00:00:00",13.16,0,21.1,24.67,-0.464,34,0.491,0.46,0.493,1.027,1.231,1.231
"2022-11-19 23:00:00",13.16,0,21.13,25,-0.397,34.39,0.491,0.46,0.493,1.027,1.231,1.231
"2022-11-19 22:00:00",13.17,0,25.46,24.87,-0.397,34.03,0.491,0.46,0.494,1.024,1.229,1.229
"2022-11-19 21:00:00",13.16,0,27.43,24.94,-0.396,34.93,0.491,0.461,0.494,1.019,1.225,1.225
"2022-11-19 20:00:00",13.17,0,22.22,24.4,-0.397,36.69,0.491,0.461,0.494,1.02,1.225,1.225
"2022-11-19 19:00:00",13.17,0,23.5,25.37,-0.397,35.93,0.491,0.461,0.494,1.022,1.225,1.225
"2022-11-19 18:00:00",13.16,0,29.27,24.36,-0.393,34.83,0.491,0.461,0.494,1.021,1.225,1.225
"2022-11-19 17:00:00",13.16,0,28.19,24.5,-0.415,36.43,0.491,0.461,0.494,1.012,1.228,1.228
"2022-11-19 16:00:00",13.17,0,25.2,24.34,-0.514,40.37,0.491,0.461,0.494,1.011,1.223,1.223
"2022-11-19 15:00:00",13.17,0,21.96,23.1,-0.715,43.69,0.491,0.461,0.494,1.011,1.218,1.218
"2022-11-19 14:00:00",13.17,0,21.29,23,-0.514,44.19,0.491,0.461,0.494,1.011,1.223,1.223
"2022-11-19 13:00:00",13.17,0,21.27,23.16,-0.381,43.73,0.491,0.461,0.494,1.011,1.224,1.224
"2022-11-19 12:00:00",13.16,0,22.64,24.37,-0.381,41.55,0.491,0.461,0.494,1.012,1.225,1.225
"2022-11-19 11:00:00",13.16,0,23.24,24.77,-0.347,40.18,0.491,0.461,0.495,1.016,1.231,1.231
"2022-11-19 10:00:00",13.16,0,24.67,24.75,-0.317,39.05,0.492,0.461,0.495,1.018,1.235,1.235
"2022-11-19 09:00:00",13.16,0,23.06,25.08,-0.323,37.13,0.491,0.461,0.495,1.021,1.23,1.23
"2022-11-19 08:00:00",13.16,0,23.2,24.8,-0.397,34.44,0.492,0.461,0.495,1.026,1.231,1.231
"2022-11-19 07:00:00",13.16,0,24.1,24.7,-0.33,32.93,0.492,0.461,0.495,1.027,1.237,1.237
"2022-11-19 06:00:00",13.16,0,21.85,25.14,-0.263,33.98,0.492,0.461,0.495,1.027,1.237,1.237
"2022-11-19 05:00:00",13.16,0,22.68,25,-0.464,32.86,0.492,0.461,0.495,1.028,1.239,1.239
"2022-11-19 04:00:00",13.16,0,23.27,24.6,-0.464,32.82,0.492,0.461,0.495,1.028,1.239,1.239
"2022-11-19 03:00:00",13.16,0,22.01,24.53,-0.464,33.45,0.492,0.461,0.495,1.028,1.24,1.24
"2022-11-19 02:00:00",13.16,0,24.19,24.8,-0.397,30.01,0.492,0.461,0.495,1.03,1.242,1.242
"2022-11-19 01:00:00",13.16,0,24.02,24.93,-0.43,29.91,0.492,0.461,0.495,1.029,1.241,1.241
"2022-11-19 00:00:00",13.16,0,23.87,24.8,-0.397,30.92,0.492,0.461,0.495,1.028,1.241,1.241
"2022-11-18 23:00:00",13.16,0,23.42,24.93,-0.363,29.95,0.492,0.461,0.496,1.024,1.243,1.243
"2022-11-18 22:00:00",13.16,0,24.92,24.94,-0.329,36.07,0.492,0.461,0.496,1.022,1.242,1.242
"2022-11-18 21:00:00",13.16,0,24.28,25.17,-0.397,36.01,0.492,0.461,0.496,1.026,1.246,1.246
"2022-11-18 20:00:00",13.16,0,23.58,24.73,-0.397,33.73,0.492,0.461,0.496,1.027,1.247,1.247
"2022-11-18 19:00:00",13.16,0,26.42,24.97,-0.397,31.87,0.492,0.462,0.496,1.028,1.246,1.246
"2022-11-18 18:00:00",13.16,0,21.89,25.07,-0.397,32.47,0.492,0.462,0.496,1.027,1.248,1.248
"2022-11-18 17:00:00",13.16,0,22.95,25.1,-0.396,33.29,0.492,0.462,0.496,1.022,1.244,1.244
"2022-11-18 16:00:00",13.16,0,21.16,24.95,-0.383,34.05,0.492,0.462,0.496,1.022,1.233,1.233
"2022-11-18 15:00:00",13.16,0,17.26,23.86,-0.716,38.13,0.492,0.462,0.497,1.027,1.237,1.237
"2022-11-18 14:00:00",13.16,0,15.48,23.82,-0.383,36.71,0.493,0.462,0.497,1.026,1.237,1.237
"2022-11-18 13:00:00",13.16,0,17.29,23.91,-0.39,34.07,0.492,0.462,0.497,1.026,1.242,1.242
"2022-11-18 12:00:00",13.16,0,18.15,24.83,-0.397,32.84,0.492,0.462,0.497,1.028,1.25,1.25
"2022-11-18 11:00:00",13.16,0,16.53,25.14,-0.43,30.27,0.493,0.462,0.497,1.028,1.25,1.25
"2022-11-18 10:00:00",13.16,0,12.05,25.19,-0.398,29.17,0.493,0.462,0.497,1.034,1.256,1.256
"2022-11-18 09:00:00",13.16,0,11.71,25,-0.34,27.64,0.493,0.462,0.497,1.035,1.253,1.253
