"Date/Time (PST)","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) "
"2022-10-03 12:00:00",13.29,0,22.22,8.41,-25.39,70.89
"2022-10-03 11:00:00",13.29,0,28.01,2.228,-27.72,70.4
"2022-10-03 10:00:00",13.29,0,33.03,-0.217,-36.36,68.75
"2022-10-03 09:00:00",13.3,0,40.89,-0.978,-55.7,66.47
"2022-10-03 08:00:00",13.3,0,44.63,0.378,-61.98,61.03
"2022-10-03 07:00:00",13.3,0,51.83,9.28,-64.58,56.98
"2022-10-03 06:00:00",13.3,0,55.08,4.889,-63.42,55.78
"2022-10-03 05:00:00",13.3,0,55.29,8.62,-61.05,55.67
"2022-10-03 04:00:00",13.3,0,56.94,2.249,-58.37,55.54
"2022-10-03 03:00:00",13.3,0,54.83,0.29,-57.79,57.04
"2022-10-03 02:00:00",13.3,0,53.05,0.478,-56.56,58.03
"2022-10-03 01:00:00",13.3,0,50.44,0.445,-58.02,59.14
"2022-10-03 00:00:00",13.3,0,49.34,3.035,-57.62,59.19
"2022-10-02 23:00:00",13.3,0,51.34,1.001,-56.03,58.33
"2022-10-02 22:00:00",13.3,0,52.42,-0.223,-55.42,58.25
"2022-10-02 21:00:00",13.3,0,51.82,1.876,-53.39,58.83
"2022-10-02 20:00:00",13.29,0,54.58,1.21,-51.73,58.21
"2022-10-02 19:00:00",13.3,0,51.8,0.511,-45.84,60.05
"2022-10-02 18:00:00",13.29,0,47.88,0.009,-37.86,62.09
"2022-10-02 17:00:00",13.29,0,44.92,11.56,-27.18,64.3
"2022-10-02 16:00:00",13.29,0,37.11,-1.412,-25.42,69.6
"2022-10-02 15:00:00",13.29,0,33.72,-1.994,-27.55,71.36
"2022-10-02 14:00:00",13.29,0,34.22,-2.494,-27.85,71.08
"2022-10-02 13:00:00",13.29,0,33.84,-2.028,-26.05,71.34
"2022-10-02 12:00:00",13.29,0,36.58,-2.498,-26.29,69.31
"2022-10-02 11:00:00",13.29,0,37.87,-1.968,-26.06,68.85
"2022-10-02 10:00:00",13.29,0,38.74,-2.014,-35.33,68.09
"2022-10-02 09:00:00",13.3,0,43.11,-0.962,-48.44,65.64
"2022-10-02 08:00:00",13.3,0,46.08,4.806,-53.09,60.95
"2022-10-02 07:00:00",13.3,0,51.67,3.861,-56.63,57.63
"2022-10-02 06:00:00",13.3,0,52.89,0.27,-56.29,56.97
"2022-10-02 05:00:00",13.3,0,51.87,0.005,-56.56,57.37
"2022-10-02 04:00:00",13.3,0,51.03,1.21,-56.06,57.89
"2022-10-02 03:00:00",13.3,0,48.86,-0.055,-54.39,58.93
"2022-10-02 02:00:00",13.3,0,50.57,1.144,-54.13,58.44
"2022-10-02 01:00:00",13.3,0,49.94,1.51,-54.82,58.99
"2022-10-02 00:00:00",13.3,0,50.01,1.144,-52.93,59.11
"2022-10-01 23:00:00",13.29,0,50.24,-0.188,-54.29,59.26
"2022-10-01 22:00:00",13.29,0,53.09,0.478,-52.73,58.37
"2022-10-01 21:00:00",13.29,0,54.43,-0.354,-52.99,58.33
"2022-10-01 20:00:00",13.29,0,55.53,-0.587,-48,58.19
"2022-10-01 19:00:00",13.29,0,53.83,-0.587,-42.54,59.25
"2022-10-01 18:00:00",13.29,0,48.52,-0.352,-33.9,62.15
"2022-10-01 17:00:00",13.29,0,43.97,-0.483,-25.45,64.44
"2022-10-01 16:00:00",13.29,0,35.47,-0.104,-20.77,69.34
"2022-10-01 15:00:00",13.29,0,31.83,-3.291,-23.96,72.41
"2022-10-01 14:00:00",13.29,0,32.29,-1.762,-24.36,71.09
"2022-10-01 13:00:00",13.29,0,33.26,-1.372,-22.8,69.71
"2022-10-01 12:00:00",13.29,0,34.82,-1.831,-22.43,68.63
"2022-10-01 11:00:00",13.29,0,34.81,-2.19,-21.64,68.29
"2022-10-01 10:00:00",13.29,0,38.59,-0.849,-29.24,66.96
"2022-10-01 09:00:00",13.3,0,43.3,-0.263,-42.49,64.44
"2022-10-01 08:00:00",13.3,0,48.37,8.4,-46.67,59.62
"2022-10-01 07:00:00",13.3,0,55.43,8.49,-49.83,56
"2022-10-01 06:00:00",13.3,0,57.52,1.359,-48.83,54.67
"2022-10-01 05:00:00",13.3,0,56.08,6.421,-50.6,55.54
"2022-10-01 04:00:00",13.3,0,56.28,8.15,-50.23,55.42
"2022-10-01 03:00:00",13.3,0,57.05,7.353,-49.46,55.08
"2022-10-01 02:00:00",13.3,0,56.55,1.425,-48.2,55.16
"2022-10-01 01:00:00",13.3,0,59.29,2.158,-48.33,54.24
"2022-10-01 00:00:00",13.3,0,55.41,1.625,-46.4,56.03
"2022-09-30 23:00:00",13.3,0,56.75,1.593,-44.5,55.63
"2022-09-30 22:00:00",13.3,0,59.32,2.757,-46.76,55.81
"2022-09-30 21:00:00",13.3,0,64.97,0.526,-50.2,55.18
"2022-09-30 20:00:00",13.3,0,70.17,0.026,-50.3,54.59
"2022-09-30 19:00:00",13.3,0,71.75,0.636,-44.53,54.82
"2022-09-30 18:00:00",13.29,0,71.82,0.278,-36.28,55.6
"2022-09-30 17:00:00",13.29,0,65.5,-1.401,-26.97,57.63
"2022-09-30 16:00:00",13.29,0,58.56,-1.681,-22.35,61.16
"2022-09-30 15:00:00",13.29,0,56.55,-3.344,-21.79,62.8
"2022-09-30 14:00:00",13.29,0,57.33,-2.612,-22.29,62.94
"2022-09-30 13:00:00",13.29,0,58.82,-2.546,-21.59,62.08
"2022-09-30 12:00:00",13.29,0,54.27,-1.914,-20.76,62.48
"2022-09-30 11:00:00",13.29,0,53.25,-1.814,-19.76,61.82
"2022-09-30 10:00:00",13.3,0,53.42,-1.667,-28.8,61.01
"2022-09-30 09:00:00",13.3,0,57.38,9.02,-45.7,57.5
"2022-09-30 08:00:00",13.3,0,83,12.43,-51.46,49.42
"2022-09-30 07:00:00",13.3,0,91,12.77,-51.4,45.56
"2022-09-30 06:00:00",13.3,0,91,10.8,-48.33,45.47
"2022-09-30 05:00:00",13.3,0,91,11.97,-46.03,46.32
"2022-09-30 04:00:00",13.3,0,91.6,5.375,-42.32,47.24
"2022-09-30 03:00:00",13.3,0,89,7.712,-43.51,47.61
"2022-09-30 02:00:00",13.3,0,91.5,9.52,-46.14,47.64
"2022-09-30 01:00:00",13.3,0,94.6,1.919,-47.51,47.58
"2022-09-30 00:00:00",13.3,0,96.1,65.67,-35.22,47.29
"2022-09-29 23:00:00",13.3,0,94.4,0.616,-41.97,47.81
"2022-09-29 22:00:00",13.3,0,93.2,1.486,-40.68,47.99
"2022-09-29 21:00:00",13.3,0,94.2,120.7,-25.95,47.97
"2022-09-29 20:00:00",13.3,0,92.9,91.2,-32.75,48.08
"2022-09-29 19:00:00",13.3,0,93.4,92.3,-31.78,47.95
"2022-09-29 18:00:00",13.3,0,92.1,4.689,-38.71,48.47
"2022-09-29 17:00:00",13.3,0,90.5,0.559,-39.47,48.99
"2022-09-29 16:00:00",13.3,0,89.7,0.437,-37.11,49.39
"2022-09-29 15:00:00",13.3,0,88.8,0.228,-37.43,49.77
"2022-09-29 14:00:00",13.3,0,90.8,0.184,-34.22,49.28
"2022-09-29 13:00:00",13.3,0,85.5,1.51,-33.32,50.36
"2022-09-29 12:00:00",13.3,0,88.9,3.541,-32.42,50.71
"2022-09-29 11:00:00",13.3,0,88.3,5.571,-36.35,50.66
"2022-09-29 10:00:00",13.3,0,84.5,6.919,-45.54,50.48
"2022-09-29 09:00:00",13.3,0,93.1,95.4,-43.54,48
"2022-09-29 08:00:00",13.3,0,97.7,8.65,-61.03,46.2
"2022-09-29 07:00:00",13.3,0.04,97.3,3.802,-63.91,45.62
"2022-09-29 06:00:00",13.3,0,97,11.47,-64.39,45.45
"2022-09-29 05:00:00",13.3,0,96,3.805,-66.05,45.39
"2022-09-29 04:00:00",13.3,0,93.4,7.97,-65.19,45.68
"2022-09-29 03:00:00",13.3,0,92.6,1.174,-65.79,45.46
"2022-09-29 02:00:00",13.3,0,94.7,8.5,-61.62,44.88
"2022-09-29 01:00:00",13.3,0,93.1,9.5,-62.38,46.23
"2022-09-29 00:00:00",13.3,0,91.3,2.656,-64.25,46.64
"2022-09-28 23:00:00",13.3,0,86.7,6.371,-63.95,47.29
"2022-09-28 22:00:00",13.3,0,88.1,3.707,-62.73,47.25
"2022-09-28 21:00:00",13.3,0,83.4,7.454,-64.29,47.93
"2022-09-28 20:00:00",13.3,0.01,86.7,2.259,-65.42,47.67
"2022-09-28 19:00:00",13.3,0,86.9,0.736,-68.15,47.48
"2022-09-28 18:00:00",13.3,0,86.2,1.404,-67.69,47.45
"2022-09-28 17:00:00",13.3,0.08,86.7,2.233,-65.69,47.58
"2022-09-28 16:00:00",13.3,0.01,80.1,0.992,-63.42,49.88
"2022-09-28 15:00:00",13.3,0,74.38,0.659,-59.69,50.97
"2022-09-28 14:00:00",13.3,0.03,72.7,0.061,-51.27,51.31
"2022-09-28 13:00:00",13.3,0,53.9,0.737,-47.62,56.64
"2022-09-28 12:00:00",13.3,0,44.27,8.73,-48.68,57.35
"2022-09-28 11:00:00",13.3,0,43.81,6.337,-53.03,57.31
"2022-09-28 10:00:00",13.3,0,58.35,0.911,-57.22,54.2
"2022-09-28 09:00:00",13.3,0,67.16,0.245,-64.08,54.27
"2022-09-28 08:00:00",13.3,0,78.28,0.359,-69.41,52.42
"2022-09-28 07:00:00",13.3,0,76.51,0.359,-67.48,51.94
"2022-09-28 06:00:00",13.3,0,68.48,-0.24,-64.82,52.76
"2022-09-28 05:00:00",13.3,0,59.18,0.479,-58.71,53.78
"2022-09-28 04:00:00",13.3,0,51.35,0.911,-58.89,57.73
"2022-09-28 03:00:00",13.3,0,47.19,1.61,-57.42,59.19
"2022-09-28 02:00:00",13.3,0,50.27,2.276,-56.49,58.85
"2022-09-28 01:00:00",13.3,0,55,1.177,-56.86,57.63
"2022-09-28 00:00:00",13.3,0,52.16,0.711,-54.09,58.35
"2022-09-27 23:00:00",13.3,0,49.86,0.877,-53.39,59.24
"2022-09-27 22:00:00",13.3,0,53.82,0.678,-49.07,58.69
"2022-09-27 21:00:00",13.29,0,56.23,-0.195,-49.05,59.4
"2022-09-27 20:00:00",13.29,0,47.14,0.13,-43.71,62.14
"2022-09-27 19:00:00",13.29,0,41.27,0.563,-44.57,63.96
"2022-09-27 18:00:00",13.29,0,41.67,4.092,-37.65,63.65
"2022-09-27 17:00:00",13.29,0,36.06,0.516,-31.9,66.99
"2022-09-27 16:00:00",13.28,0,29.32,-0.365,-29.55,71.3
"2022-09-27 15:00:00",13.28,0,25.73,-1.037,-32.89,74.06
"2022-09-27 14:00:00",13.28,0,25.05,-1.237,-32.39,74.21
"2022-09-27 13:00:00",13.29,0,20.79,4.521,-29.47,75.14
"2022-09-27 12:00:00",13.29,0,22.31,7.542,-25.31,74.17
"2022-09-27 11:00:00",13.29,0,23.7,0.646,-25.72,73.83
"2022-09-27 10:00:00",13.29,0,27.21,0.552,-31.28,72.06
"2022-09-27 09:00:00",13.29,0,28.5,1.114,-43.16,70.47
"2022-09-27 08:00:00",13.3,0,30.45,9.12,-49.98,66.56
"2022-09-27 07:00:00",13.3,0,38,8.67,-50.53,60.73
"2022-09-27 06:00:00",13.3,0,36.79,9.2,-49.26,61.44
"2022-09-27 05:00:00",13.3,0,34.83,8.07,-47.8,62.94
"2022-09-27 04:00:00",13.29,0,36.5,8.73,-45.62,62.82
"2022-09-27 03:00:00",13.29,0,33.82,10.26,-45.65,63.57
"2022-09-27 02:00:00",13.29,0,32.08,10.92,-45.75,64.19
"2022-09-27 01:00:00",13.29,0,32.63,8.83,-46.35,64.34
"2022-09-27 00:00:00",13.29,0,34.78,9.56,-46.05,64.01
"2022-09-26 23:00:00",13.29,0,37.5,2.335,-45.39,63.63
"2022-09-26 22:00:00",13.29,0,36.34,9.25,-42.38,64.26
"2022-09-26 21:00:00",13.29,0,34.62,8.62,-42.78,65.32
"2022-09-26 20:00:00",13.29,0,29.32,10.86,-41.09,66.01
"2022-09-26 19:00:00",13.29,0,32.27,10.91,-33.06,64.68
"2022-09-26 18:00:00",13.29,0,32.13,5.237,-27.59,65.95
"2022-09-26 17:00:00",13.28,0,26.45,8.6,-22.23,69.65
"2022-09-26 16:00:00",13.28,0,19.12,8.95,-21.78,75.64
"2022-09-26 15:00:00",13.28,0,14.16,9.83,-24.4,77.18
"2022-09-26 14:00:00",13.28,0,14.08,11.54,-23.41,77.32
"2022-09-26 13:00:00",13.29,0,16.56,9.27,-21.75,76.54
"2022-09-26 12:00:00",13.29,0,17.78,10.27,-21.42,75.17
"2022-09-26 11:00:00",13.29,0,18.95,9.86,-26.79,74.66
"2022-09-26 10:00:00",13.29,0,23.62,9.71,-32.26,71.62
"2022-09-26 09:00:00",13.29,0,25.57,11.26,-35.32,67.4
"2022-09-26 08:00:00",13.29,0,24.85,9.25,-40.78,67.36
"2022-09-26 07:00:00",13.3,0,24.46,12.36,-41.21,63.78
"2022-09-26 06:00:00",13.3,0,23.66,11.8,-40.88,64.68
"2022-09-26 05:00:00",13.3,0,27.09,10.96,-36.02,62.51
"2022-09-26 04:00:00",13.3,0,28.79,11.26,-36.15,63.02
"2022-09-26 03:00:00",13.3,0,35.17,10.47,-36.88,62.81
"2022-09-26 02:00:00",13.3,0,37.06,8.2,-36.85,63.9
"2022-09-26 01:00:00",13.3,0,42.36,1.477,-37.45,62.16
"2022-09-26 00:00:00",13.3,0,43.64,1.377,-36.91,61.69
"2022-09-25 23:00:00",13.29,0,44.54,5.72,-36.74,61.51
"2022-09-25 22:00:00",13.29,0,39,8.86,-36,64.39
"2022-09-25 21:00:00",13.3,0,37.51,9.19,-39.2,65.32
"2022-09-25 20:00:00",13.3,0,44.32,1.886,-42.07,62.18
"2022-09-25 19:00:00",13.29,0,50.48,0.39,-39.93,60.75
"2022-09-25 18:00:00",13.29,0,49.1,-0.535,-30.8,62.52
"2022-09-25 17:00:00",13.29,0,43.86,0.02,-21.18,66.19
"2022-09-25 16:00:00",13.28,0,37.07,-3.278,-19.77,71.03
"2022-09-25 15:00:00",13.29,0,34.75,-3.664,-19.82,73.24
"2022-09-25 14:00:00",13.29,0,31.36,-0.897,-19.6,73.24
"2022-09-25 13:00:00",13.29,0,31.85,-1.496,-18.41,72.63
"2022-09-25 12:00:00",13.29,0,32.62,-0.764,-17.11,71.26
"2022-09-25 11:00:00",13.29,0,34.02,-0.864,-17.87,70.56
"2022-09-25 10:00:00",13.29,0,35.29,-0.426,-20.64,69.55
"2022-09-25 09:00:00",13.3,0,37.94,-0.602,-30.93,67.29
"2022-09-25 08:00:00",13.3,0,41.78,5.005,-34.65,63.75
"2022-09-25 07:00:00",13.3,0,50.65,1.343,-38.84,58.66
"2022-09-25 06:00:00",13.3,0,51.61,2.534,-39.98,57.42
"2022-09-25 05:00:00",13.3,0,56.58,7.639,-39.35,56.07
"2022-09-25 04:00:00",13.3,0,52.87,1.676,-38.38,56.29
"2022-09-25 03:00:00",13.3,0,48.05,3.413,-39.28,57.16
"2022-09-25 02:00:00",13.3,0,47.22,6.671,-38.83,56.65
"2022-09-25 01:00:00",13.3,0,44.12,7.986,-37.71,56.68
"2022-09-25 00:00:00",13.3,0,45.21,6.979,-37.63,56.15
"2022-09-24 23:00:00",13.3,0,46.87,7.602,-38.96,55.92
"2022-09-24 22:00:00",13.3,0,44.85,9.87,-36.23,56.82
"2022-09-24 21:00:00",13.3,0,51.16,10.78,-39.64,56.43
"2022-09-24 20:00:00",13.3,0,60.65,2.524,-39.17,53.98
"2022-09-24 19:00:00",13.3,0,69.54,0.918,-36.3,53.33
"2022-09-24 18:00:00",13.3,0,65.82,0.311,-31.52,54.92
"2022-09-24 17:00:00",13.29,0,59.77,-0.327,-26.25,56.89
"2022-09-24 16:00:00",13.29,0,55.92,-0.735,-21.84,59.08
"2022-09-24 15:00:00",13.29,0,46.35,5.969,-16.03,61.17
"2022-09-24 14:00:00",13.29,0,42.3,5.172,-16.53,64.05
"2022-09-24 13:00:00",13.29,0,46.84,2.859,-12.82,60.29
"2022-09-24 12:00:00",13.29,0,52.33,3.857,-12.39,57.93
"2022-09-24 11:00:00",13.3,0,55.47,7.616,-15.15,55.82
"2022-09-24 10:00:00",13.3,0,64.78,8.7,-28.89,53.83
"2022-09-24 09:00:00",13.3,0,69.48,8.19,-42.86,51.23
"2022-09-24 08:00:00",13.3,0,79.68,8.44,-44.67,47.64
"2022-09-24 07:00:00",13.3,0,84.6,9.27,-48.96,44.33
"2022-09-24 06:00:00",13.3,0,88.3,9.69,-49.1,42.32
"2022-09-24 05:00:00",13.3,0,88.6,9.57,-48.13,43.01
"2022-09-24 04:00:00",13.3,0,89.9,6.904,-49.66,43.32
"2022-09-24 03:00:00",13.3,0,92.4,10.1,-49.83,43.38
"2022-09-24 02:00:00",13.3,0,90.8,5.904,-47.23,44.35
"2022-09-24 01:00:00",13.3,0,91.4,10.43,-45.67,45.03
"2022-09-24 00:00:00",13.3,0,92.2,10.24,-44.43,45.29
"2022-09-23 23:00:00",13.3,0,91.9,10.73,-44.27,45.58
"2022-09-23 22:00:00",13.3,0,93.6,7.903,-45.53,45.14
"2022-09-23 21:00:00",13.3,0,93.8,11.07,-43.73,45.41
"2022-09-23 20:00:00",13.3,0,97.4,10.77,-45.4,44.94
"2022-09-23 19:00:00",13.3,0.01,96,10.43,-46,45.04
"2022-09-23 18:00:00",13.3,0.02,92.4,9.46,-45.3,45.25
"2022-09-23 17:00:00",13.3,0,90.9,1.712,-45.71,45.43
"2022-09-23 16:00:00",13.3,0,91.5,1.454,-47.04,45.5
"2022-09-23 15:00:00",13.3,0.01,89.9,1.403,-44.38,45.67
"2022-09-23 14:00:00",13.3,0,90,1.691,-45.73,45.65
"2022-09-23 13:00:00",13.3,0,84.6,2.065,-48.31,45.96
"2022-09-23 12:00:00",13.3,0,88,7.264,-53.34,45.33
"2022-09-23 11:00:00",13.3,0,92.1,5.638,-56.16,44.5
"2022-09-23 10:00:00",13.3,0,92.8,6.904,-60.42,44.1
"2022-09-23 09:00:00",13.3,0.03,93.1,7.67,-64.05,43.48
"2022-09-23 08:00:00",13.3,0.01,92.8,10.04,-64.55,43.49
"2022-09-23 07:00:00",13.3,0,94.8,5.971,-66.12,43.01
"2022-09-23 06:00:00",13.3,0,89.6,1.374,-64.95,43.58
"2022-09-23 05:00:00",13.3,0,91.5,5.838,-67.69,43.45
"2022-09-23 04:00:00",13.3,0,91.3,1.907,-67.79,43.55
"2022-09-23 03:00:00",13.3,0,89.3,10.5,-66.99,43.96
"2022-09-23 02:00:00",13.3,0,90.3,6.337,-69.32,44.11
"2022-09-23 01:00:00",13.3,0,88.5,2.24,-71.58,44.63
"2022-09-23 00:00:00",13.3,0,87.2,9.54,-69.18,44.77
"2022-09-22 23:00:00",13.3,0,86,8.97,-69.25,44.8
"2022-09-22 22:00:00",13.3,0,86.9,3.039,-67.59,45.08
"2022-09-22 21:00:00",13.3,0,86.1,3.239,-64.65,44.94
"2022-09-22 20:00:00",13.3,0,84.3,2.207,-59.19,45.29
"2022-09-22 19:00:00",13.3,0,79.8,1.682,-55.51,46.48
"2022-09-22 18:00:00",13.3,0,75.23,9.28,-50.5,47.97
"2022-09-22 17:00:00",13.3,0,73.69,1.777,-42.7,49.28
"2022-09-22 16:00:00",13.3,0,69.32,3.674,-36.28,50.74
"2022-09-22 15:00:00",13.29,0,61.39,-0.458,-36.93,53.85
"2022-09-22 14:00:00",13.29,0,53.67,6.786,-38.92,56.69
"2022-09-22 13:00:00",13.29,0,53.88,7.76,-39.86,55.35
"2022-09-22 12:00:00",13.3,0,46.73,10.07,-41.59,55.75
"2022-09-22 11:00:00",13.3,0,45.15,11.22,-47.58,54.16
"2022-09-22 10:00:00",13.3,0,43.09,10.9,-63.48,53.41
"2022-09-22 09:00:00",13.3,0,43.96,12.65,-68.43,51.64
"2022-09-22 08:00:00",13.3,0,47.42,13.57,-69.05,48.65
"2022-09-22 07:00:00",13.3,0,49.22,12.83,-66.25,46.62
"2022-09-22 06:00:00",13.3,0,51.78,11.3,-64.42,45.77
"2022-09-22 05:00:00",13.3,0,51.43,10.73,-61.16,46.27
"2022-09-22 04:00:00",13.3,0,53.62,10.59,-60.01,47.31
"2022-09-22 03:00:00",13.3,0,54.84,9.57,-58.37,48.94
"2022-09-22 02:00:00",13.3,0,51.45,8.77,-57.16,50.67
"2022-09-22 01:00:00",13.3,0,52.48,10.45,-56.06,50.52
"2022-09-22 00:00:00",13.3,0,48.26,10.95,-56.39,52.35
"2022-09-21 23:00:00",13.3,0,48.52,9.65,-58.89,52.38
"2022-09-21 22:00:00",13.3,0,41.74,10.92,-56.26,53.73
"2022-09-21 21:00:00",13.3,0,45.32,11.32,-50.84,51.92
"2022-09-21 20:00:00",13.3,0,41.14,11.95,-45.9,54.01
"2022-09-21 19:00:00",13.3,0,37.98,10.82,-34.78,55.4
"2022-09-21 18:00:00",13.29,0,35.75,12.3,-27.86,57.09
"2022-09-21 17:00:00",13.29,0,32.89,12.31,-24.25,60.57
"2022-09-21 16:00:00",13.29,0,22.18,8.79,-27.83,67.23
"2022-09-21 15:00:00",13.29,0,22,9.69,-31.69,67.68
"2022-09-21 14:00:00",13.29,0,20.36,11.29,-30.77,66.9
"2022-09-21 13:00:00",13.29,0,18.66,11.16,-32.1,66.15
"2022-09-21 12:00:00",13.29,0,20.2,11.83,-30.9,64.55
"2022-09-21 11:00:00",13.29,0,22.77,12.13,-38.29,62.51
"2022-09-21 10:00:00",13.3,0,22.74,11.78,-55.96,61.76
"2022-09-21 09:00:00",13.3,0,24.83,12.12,-62.05,59.15
"2022-09-21 08:00:00",13.3,0,30.35,16.08,-63.02,55.49
"2022-09-21 07:00:00",13.3,0,32.03,13.31,-64.23,53.41
"2022-09-21 06:00:00",13.3,0,34.29,12.43,-63.52,49.94
"2022-09-21 05:00:00",13.3,0,33.03,13.17,-65.02,51.21
"2022-09-21 04:00:00",13.3,0,32.98,13.37,-65.02,51.5
"2022-09-21 03:00:00",13.3,0,36.93,13,-62.72,49.96
"2022-09-21 02:00:00",13.3,0,34.66,13.05,-62.89,51.94
"2022-09-21 01:00:00",13.3,0,35.67,13.17,-63.5,51.69
"2022-09-21 00:00:00",13.3,0,34.76,12.85,-62.03,52.76
"2022-09-20 23:00:00",13.3,0,35.82,11.55,-59.02,52.52
"2022-09-20 22:00:00",13.3,0,34.99,11.68,-56.56,53.45
"2022-09-20 21:00:00",13.3,0,33.44,13.21,-51.1,54.06
"2022-09-20 20:00:00",13.3,0,34.1,12.38,-50.3,54.42
"2022-09-20 19:00:00",13.3,0,29.11,13.33,-40.81,56.79
"2022-09-20 18:00:00",13.29,0,26.22,13.73,-33.62,58.68
"2022-09-20 17:00:00",13.29,0,23.7,12.73,-26.8,60.82
"2022-09-20 16:00:00",13.29,0,19.73,12.09,-27.84,64.08
"2022-09-20 15:00:00",13.29,0,18.07,11.43,-32.9,65.46
"2022-09-20 14:00:00",13.29,0,16.55,12.66,-36.23,63.63
"2022-09-20 13:00:00",13.3,0,17.44,12.59,-35.09,62.05
"2022-09-20 12:00:00",13.3,0,21.3,14.24,-38.25,59.89
"2022-09-20 11:00:00",13.3,0,24.08,12.14,-47.57,58.54
"2022-09-20 10:00:00",13.3,0,28.07,12.73,-59.59,54.85
"2022-09-20 09:00:00",13.3,0,31.22,12.94,-64.62,52.87
"2022-09-20 08:00:00",13.3,0,34.97,13.9,-64.85,51.01
"2022-09-20 07:00:00",13.3,0,38.88,13.17,-66.25,48.79
"2022-09-20 06:00:00",13.3,0,39.59,14.83,-65.59,47.13
"2022-09-20 05:00:00",13.3,0,38.9,13.6,-66.49,47.92
"2022-09-20 04:00:00",13.3,0,35.52,13.63,-66.09,48.03
"2022-09-20 03:00:00",13.3,0,34.79,14,-64.95,48.6
"2022-09-20 02:00:00",13.3,0,35.76,12.97,-63.15,49.05
"2022-09-20 01:00:00",13.3,0,35.21,13.3,-59.59,49.93
"2022-09-20 00:00:00",13.3,0,32.76,13.98,-56,51.24
"2022-09-19 23:00:00",13.3,0,32.62,14.85,-54.16,52.15
"2022-09-19 22:00:00",13.3,0,32.79,13.38,-50.93,53.42
"2022-09-19 21:00:00",13.3,0,36.14,13.41,-48.5,54.41
"2022-09-19 20:00:00",13.3,0,43.36,9.98,-48.73,55.32
"2022-09-19 19:00:00",13.3,0,46.61,10.28,-41.2,55.23
"2022-09-19 18:00:00",13.29,0,44.74,9,-31.55,55.91
"2022-09-19 17:00:00",13.29,0,39.47,11.92,-24.74,59.13
"2022-09-19 16:00:00",13.29,0,32.4,9.1,-24.38,63.11
"2022-09-19 15:00:00",13.29,0,26.37,10.16,-25.35,64.6
"2022-09-19 14:00:00",13.29,0,27.67,9.63,-27.11,64.46
"2022-09-19 13:00:00",13.29,0,28.8,9.96,-26.71,63.17
"2022-09-19 12:00:00",13.29,0,30.33,10.83,-24.65,61.67
"2022-09-19 11:00:00",13.3,0,31.9,10.76,-25.51,61.3
"2022-09-19 10:00:00",13.3,0,32.95,10.75,-41.72,60.05
"2022-09-19 09:00:00",13.3,0,36.17,11.62,-59.62,58.25
"2022-09-19 08:00:00",13.3,0,49.57,8.93,-66.42,53.54
"2022-09-19 07:00:00",13.3,0,55.12,11.23,-69.45,50.15
"2022-09-19 06:00:00",13.3,0,63.06,10.37,-68.62,47.84
"2022-09-19 05:00:00",13.3,0,62.91,8.37,-66.72,48.15
"2022-09-19 04:00:00",13.3,0,59.82,9.74,-64.42,49.59
"2022-09-19 03:00:00",13.3,0,60.24,8.9,-63.89,49.92
"2022-09-19 02:00:00",13.3,0,56.87,8.32,-61.63,50.81
"2022-09-19 01:00:00",13.3,0,57.56,8.85,-64.96,50.88
"2022-09-19 00:00:00",13.3,0,59.35,9.37,-68.56,50.15
"2022-09-18 23:00:00",13.3,0,55.65,8.13,-68.95,51.01
"2022-09-18 22:00:00",13.3,0,56.5,9.9,-66.16,50.3
"2022-09-18 21:00:00",13.3,0,53.3,7.389,-61.56,51.07
"2022-09-18 20:00:00",13.3,0,51.57,8.47,-54.87,51.7
"2022-09-18 19:00:00",13.3,0,50.06,11.15,-46.43,53.03
"2022-09-18 18:00:00",13.3,0,45.99,10.7,-35.48,55.3
"2022-09-18 17:00:00",13.29,0,39.83,10.32,-24.6,57.74
"2022-09-18 16:00:00",13.29,0,33.3,7.202,-24.18,62.41
"2022-09-18 15:00:00",13.29,0,34.14,9.16,-26.58,62.67
"2022-09-18 14:00:00",13.3,0,33.49,9.47,-29.08,62.75
"2022-09-18 13:00:00",13.3,0,36.1,8.22,-26.87,59.79
"2022-09-18 12:00:00",13.3,0,36.79,10.61,-25.03,59.99
"2022-09-18 11:00:00",13.3,0,37.96,11.11,-28.77,58.33
"2022-09-18 10:00:00",13.3,0,40.02,11.7,-44.2,55.08
"2022-09-18 09:00:00",13.3,0,39.7,11.64,-60,53.04
"2022-09-18 08:00:00",13.3,0,40.63,13.17,-64.39,49.09
"2022-09-18 07:00:00",13.3,0,43.02,15.2,-65.45,48.31
"2022-09-18 06:00:00",13.3,0,46.38,12.9,-64.45,46.36
"2022-09-18 05:00:00",13.3,0,45.94,13.43,-59.09,46.77
"2022-09-18 04:00:00",13.3,0,45.26,13.17,-59.66,47.46
"2022-09-18 03:00:00",13.3,0,45.7,14.1,-59.92,47.57
"2022-09-18 02:00:00",13.3,0,46.81,11.33,-62.12,47.21
"2022-09-18 01:00:00",13.3,0,46.33,12.17,-60.06,47.18
"2022-09-18 00:00:00",13.3,0,50.61,13.4,-58.16,46.18
"2022-09-17 23:00:00",13.3,0,51.53,12.73,-56.09,46.62
"2022-09-17 22:00:00",13.3,0,49.25,12.8,-57.16,47.93
