Wavelength,Clean Snow,2023-3-2-BB-DBC,2023-5-6-BB-DBC,2023-5-20-AP-DBC,2023-5-20-BB-DBC,2023-6-8-BB-DBC,2023-6-26-BB-DBC,2023-7-10-BB-DBC,2023-7-17-BB-DBC,2023-7-24-AP-DBC,2023-8-6-CK-DBC,2023-8-23-CK-DBC
3875,0.004610171,0.010008151,0.004348927,0.003905664,0.003907068,0.003610873,0.003601331,0.003755128,0.003883223,0.00399735,0.004459409,0.005234807
3885,0.004590551,0.009957446,0.00433139,0.003889758,0.003891156,0.003596052,0.003586545,0.003739776,0.003867399,0.003981106,0.004441466,0.005214015
3895,0.004571089,0.009908239,0.004313878,0.003873875,0.003875269,0.003581254,0.003571783,0.003724447,0.003851599,0.003964886,0.004423548,0.00519325
3905,0.004551769,0.009860349,0.004296391,0.003858017,0.003859405,0.00356648,0.003557044,0.003709142,0.003835823,0.003948691,0.004405655,0.005172513
3915,0.004532578,0.009813625,0.004278929,0.003842183,0.003843566,0.003551729,0.003542328,0.003693861,0.003820072,0.00393252,0.004387789,0.005151805
3925,0.004513503,0.009767931,0.004261493,0.003826373,0.003827751,0.003537001,0.003527635,0.003678604,0.003804344,0.003916374,0.004369948,0.005131124
3935,0.004494533,0.00972315,0.004244083,0.003810587,0.00381196,0.003522297,0.003512965,0.00366337,0.003788641,0.003900252,0.004352133,0.005110471
3945,0.00447566,0.009679184,0.004226698,0.003794826,0.003796194,0.003507616,0.003498319,0.00364816,0.003772961,0.003884154,0.004334344,0.005089846
3955,0.004456875,0.009635945,0.004209339,0.003779089,0.003780451,0.003492958,0.003483696,0.003632974,0.003757306,0.003868081,0.00431658,0.00506925
3965,0.004438172,0.009593355,0.004192005,0.003763376,0.003764733,0.003478324,0.003469097,0.003617812,0.003741676,0.003852033,0.004298843,0.005048682
3975,0.00442262,0.00955714,0.004177676,0.003750388,0.003751741,0.003466228,0.00345703,0.00360528,0.003728755,0.003838767,0.004284181,0.005031678
3985,0.004409195,0.009525452,0.004165351,0.003739217,0.003740566,0.003455825,0.003446652,0.003594501,0.003717643,0.003827357,0.004271569,0.00501705
3995,0.00439584,0.009494383,0.004153043,0.003728061,0.003729407,0.003445436,0.003436288,0.003583737,0.003706546,0.003815963,0.004258973,0.005002441
4005,0.004382549,0.00946386,0.004140751,0.003716921,0.003718263,0.003435062,0.003425939,0.003572988,0.003695463,0.003804584,0.004246394,0.00498785
4015,0.004369316,0.00943382,0.004128475,0.003705796,0.003707135,0.003424703,0.003415604,0.003562254,0.003684397,0.003793221,0.004233832,0.004973278
4025,0.004356137,0.00940421,0.004116216,0.003694687,0.003696021,0.003414359,0.003405285,0.003551535,0.003673346,0.003781873,0.004221286,0.004958724
4035,0.004343007,0.009374983,0.004103973,0.003683592,0.003684924,0.003404029,0.00339498,0.003540831,0.00366231,0.003770541,0.004208758,0.004944188
4045,0.004329922,0.009346096,0.004091746,0.003672514,0.003673841,0.003393714,0.00338469,0.003530142,0.003651289,0.003759225,0.004196245,0.004929671
4055,0.00431688,0.009317514,0.004079536,0.003661451,0.003662775,0.003383414,0.003374414,0.003519469,0.003640284,0.003747924,0.00418375,0.004915173
4065,0.004303876,0.009289207,0.004067343,0.003650403,0.003651723,0.003373129,0.003364154,0.00350881,0.003629294,0.00373664,0.004171271,0.004900693
4075,0.00429091,0.009261147,0.004055166,0.003639371,0.003640688,0.003362859,0.003353908,0.003498167,0.00361832,0.00372537,0.004158809,0.004886231
4085,0.004277979,0.009233309,0.004043006,0.003628354,0.003629668,0.003352603,0.003343677,0.003487539,0.003607362,0.003714117,0.004146364,0.004871788
4095,0.00426508,0.009205674,0.004030862,0.003617354,0.003618663,0.003342363,0.003333461,0.003476927,0.003596419,0.00370288,0.004133936,0.004857364
4105,0.00425411,0.009182074,0.004020544,0.003608007,0.003609314,0.003333663,0.003324782,0.00346791,0.003587122,0.003693332,0.004123377,0.004845108
4115,0.004244432,0.00916121,0.004011446,0.003599766,0.00360107,0.003325992,0.003317129,0.00345996,0.003578923,0.003684913,0.004114065,0.004834299
4125,0.004234778,0.009140497,0.004002359,0.003591535,0.003592836,0.003318331,0.003309487,0.00345202,0.003570736,0.003676505,0.004104765,0.004823504
4135,0.004225147,0.009119923,0.003993284,0.003583316,0.003584614,0.00331068,0.003301854,0.003444091,0.00356256,0.003668108,0.004095478,0.004812722
4145,0.004215538,0.009099475,0.003984221,0.003575107,0.003576403,0.00330304,0.003294233,0.003436173,0.003554395,0.003659723,0.004086202,0.004801954
4155,0.004205949,0.009079143,0.00397517,0.00356691,0.003568203,0.003295411,0.003286622,0.003428266,0.003546241,0.003651349,0.004076939,0.004791199
4165,0.004196381,0.009058916,0.003966131,0.003558724,0.003560014,0.003287792,0.003279022,0.003420369,0.003538098,0.003642986,0.004067687,0.004780458
4175,0.004186832,0.009038788,0.003957104,0.003550549,0.003551837,0.003280184,0.003271432,0.003412484,0.003529966,0.003634635,0.004058448,0.004769731
4185,0.004177301,0.00901875,0.003948089,0.003542385,0.00354367,0.003272587,0.003263852,0.003404609,0.003521845,0.003626295,0.004049222,0.004759018
4195,0.004167789,0.008998796,0.003939086,0.003534232,0.003535515,0.003265,0.003256284,0.003396745,0.003513736,0.003617966,0.004040007,0.004748318
4205,0.004158294,0.00897892,0.003930095,0.003526091,0.003527371,0.003257424,0.003248726,0.003388892,0.003505637,0.003609648,0.004030805,0.004737631
4215,0.004148816,0.008959116,0.003921116,0.003517961,0.003519238,0.003249858,0.003241178,0.00338105,0.00349755,0.003601342,0.004021615,0.004726959
4225,0.004139355,0.008939381,0.003912149,0.003509842,0.003511116,0.003242303,0.003233642,0.003373219,0.003489474,0.003593048,0.004012437,0.0047163
4235,0.004129911,0.00891971,0.003903195,0.003501734,0.003503006,0.003234759,0.003226116,0.003365399,0.003481409,0.003584765,0.004003271,0.004705655
4245,0.004122559,0.008904169,0.003896249,0.003495445,0.003496715,0.003228907,0.003220278,0.003359334,0.003475153,0.00357834,0.003996162,0.004697398
4255,0.00411662,0.008891475,0.003890651,0.003490377,0.003491645,0.003224192,0.003215574,0.003354446,0.003470112,0.003573162,0.003990433,0.004690743
4265,0.004110708,0.008878917,0.003885072,0.003485327,0.003486593,0.003219493,0.003210886,0.003349574,0.003465089,0.003568002,0.003984723,0.00468411
4275,0.004104824,0.00886648,0.003879512,0.003480293,0.003481558,0.00321481,0.003206214,0.00334472,0.003460082,0.003562859,0.003979032,0.0046775
4285,0.004098966,0.008854152,0.003873971,0.003475277,0.00347654,0.003210142,0.003201558,0.003339882,0.003455092,0.003557734,0.00397336,0.004670912
4295,0.004093133,0.008841921,0.003868449,0.003470277,0.003471539,0.003205491,0.003196918,0.00333506,0.003450119,0.003552626,0.003967708,0.004664345
4305,0.004087324,0.008829781,0.003862945,0.003465295,0.003466555,0.003200856,0.003192294,0.003330255,0.003445163,0.003547536,0.003962074,0.004657801
4315,0.004081539,0.008817722,0.00385746,0.00346033,0.003461589,0.003196236,0.003187686,0.003325466,0.003440224,0.003542463,0.00395646,0.004651279
4325,0.004075777,0.00880574,0.003851994,0.003455382,0.003456639,0.003191633,0.003183094,0.003320694,0.003435303,0.003537408,0.003950866,0.00464478
4335,0.004070038,0.008793829,0.003846547,0.003450452,0.003451707,0.003187046,0.003178518,0.003315939,0.003430398,0.003532371,0.00394529,0.004638302
4345,0.004064321,0.008781985,0.003841119,0.003445539,0.003446792,0.003182475,0.003173958,0.003311201,0.003425511,0.003527351,0.003939734,0.004631847
4355,0.004061733,0.008776538,0.003838671,0.003443322,0.003444575,0.003180413,0.003171901,0.003309063,0.003423307,0.003525086,0.003937228,0.004628935
4365,0.004060504,0.008773887,0.003837514,0.003442276,0.003443528,0.00317944,0.00317093,0.003308054,0.003422266,0.003524017,0.003936045,0.00462756
4375,0.004059303,0.008771316,0.003836383,0.003441252,0.003442504,0.003178487,0.003169979,0.003307066,0.003421247,0.00352297,0.003934887,0.004626215
4385,0.00405813,0.00876882,0.003835276,0.00344025,0.003441502,0.003177556,0.00316905,0.0033061,0.003420251,0.003521947,0.003933754,0.004624899
4395,0.004061319,0.008775276,0.00383832,0.003443005,0.003444258,0.003180119,0.003171606,0.003308757,0.003422991,0.003524761,0.00393687,0.004628519
4405,0.004065616,0.00878401,0.003842416,0.003446714,0.003447968,0.003183568,0.003175047,0.003312334,0.00342668,0.003528549,0.003941063,0.004633391
4415,0.004069935,0.0087928,0.003846533,0.003450441,0.003451696,0.003187036,0.003178506,0.003315928,0.003430387,0.003532357,0.003945278,0.004638288
4425,0.004074278,0.008801643,0.003850671,0.003454187,0.003455444,0.003190521,0.003181983,0.003319541,0.003434114,0.003536184,0.003949515,0.004643209
4435,0.004078643,0.00881054,0.003854831,0.003457953,0.00345921,0.003194024,0.003185477,0.003323172,0.003437859,0.003540031,0.003953773,0.004648156
4445,0.004083545,0.008820544,0.003859501,0.003462181,0.00346344,0.003197957,0.003189401,0.00332725,0.003442065,0.00354435,0.003958554,0.00465371
4455,0.004093099,0.008840086,0.003868597,0.003470415,0.003471678,0.003205619,0.003197044,0.003335192,0.003450256,0.003552762,0.003967865,0.004664527
4465,0.004102664,0.008859647,0.003877704,0.00347866,0.003479925,0.00321329,0.003204696,0.003343144,0.003458457,0.003561185,0.003977187,0.004675355
4475,0.00411224,0.008879227,0.003886821,0.003486915,0.003488183,0.00322097,0.003212357,0.003351105,0.003466668,0.003569618,0.00398652,0.004686196
4485,0.004121826,0.008898826,0.003895949,0.003495179,0.00349645,0.00322866,0.003220028,0.003359076,0.003474889,0.003578061,0.003995864,0.004697048
4495,0.004131424,0.008918444,0.003905088,0.003503454,0.003504727,0.003236359,0.003227709,0.003367056,0.003483119,0.003586514,0.004005218,0.004707913
4505,0.004141032,0.00893808,0.003914237,0.003511738,0.003513014,0.003244067,0.003235398,0.003375047,0.00349136,0.003594976,0.004014583,0.004718789
4515,0.004152456,0.008961454,0.003925111,0.003521585,0.003522864,0.00325323,0.003244539,0.003384544,0.003501154,0.003605035,0.004025714,0.004731716
4525,0.004163893,0.008984851,0.003935999,0.003531444,0.003532727,0.003262405,0.003253691,0.003394054,0.003510961,0.003615107,0.004036858,0.004744657
4535,0.004175344,0.009008271,0.003946899,0.003541316,0.003542602,0.003271591,0.003262855,0.003403575,0.003520781,0.003625191,0.004048016,0.004757613
4545,0.004186809,0.009031713,0.003957813,0.0035512,0.003552489,0.003280789,0.003272031,0.003413109,0.003530613,0.003635288,0.004059187,0.004770584
4555,0.00419766,0.009053928,0.00396814,0.003560552,0.003561845,0.003289493,0.003280714,0.003422131,0.003539916,0.003644842,0.004069757,0.004782856
4565,0.004206316,0.009071676,0.003976376,0.003568011,0.003569306,0.003296436,0.003287639,0.003429326,0.003547336,0.003652461,0.004078186,0.004792642
4575,0.004212932,0.009085267,0.003982667,0.003573709,0.003575006,0.003301739,0.00329293,0.003434822,0.003553004,0.003658281,0.004084625,0.004800118
4585,0.004214336,0.00908824,0.003983991,0.003574909,0.003576207,0.003302856,0.003294044,0.00343598,0.003554197,0.003659507,0.004085981,0.004801692
4595,0.004210526,0.009080601,0.003980349,0.003571611,0.003572907,0.003299785,0.003290981,0.003432797,0.003550916,0.003656137,0.004082253,0.004797364
4605,0.004206749,0.009073048,0.003976734,0.003568337,0.003569632,0.003296739,0.003287941,0.003429639,0.003547659,0.003652792,0.004078554,0.004793069
4615,0.004203003,0.009065589,0.003973147,0.003565088,0.003566382,0.003293715,0.003284925,0.003426506,0.003544428,0.003649474,0.004074882,0.004788806
4625,0.00419929,0.009058229,0.003969587,0.003561865,0.003563158,0.003290715,0.003281932,0.003423396,0.003541221,0.00364618,0.004071239,0.004784576
4635,0.004195611,0.009050979,0.003966055,0.003558666,0.003559958,0.003287738,0.003278962,0.003420311,0.00353804,0.003642913,0.004067625,0.004780379
4645,0.004191967,0.00904385,0.003962551,0.003555493,0.003556784,0.003284785,0.003276016,0.00341725,0.003534883,0.003639671,0.004064038,0.004776215
4655,0.004188358,0.009036857,0.003959075,0.003552345,0.003553634,0.003281855,0.003273093,0.003414213,0.003531751,0.003636455,0.00406048,0.004772084
4665,0.004184788,0.009030018,0.003955626,0.003549222,0.00355051,0.003278949,0.003270194,0.003411201,0.003528645,0.003633264,0.004056951,0.004767985
4675,0.004181257,0.009023356,0.003952205,0.003546124,0.003547412,0.003276066,0.003267318,0.003408213,0.003525563,0.003630099,0.004053449,0.00476392
4685,0.004177769,0.0090169,0.003948812,0.003543051,0.003544338,0.003273206,0.003264465,0.003405249,0.003522507,0.00362696,0.004049977,0.004759887
4695,0.004174326,0.009010687,0.003945447,0.003540004,0.003541289,0.00327037,0.003261636,0.003402309,0.003519475,0.003623847,0.004046532,0.004755888
4705,0.004170934,0.009004764,0.003942109,0.003536981,0.003538266,0.003267558,0.00325883,0.003399394,0.003516469,0.003620759,0.004043116,0.004751921
4715,0.004167597,0.00899919,0.003938799,0.003533984,0.003535268,0.003264769,0.003256048,0.003396503,0.003513488,0.003617697,0.004039729,0.004747987
4725,0.004161001,0.008986774,0.003932405,0.003528194,0.003529476,0.003259381,0.003250673,0.003390919,0.003507729,0.003611782,0.004033184,0.004740387
4735,0.00415222,0.008969712,0.00392395,0.003520538,0.003521818,0.003252257,0.003243566,0.003383534,0.003500113,0.003603961,0.00402453,0.004730338
4745,0.004143462,0.008952791,0.003915506,0.003512893,0.00351417,0.003245142,0.003236469,0.00337616,0.003492508,0.00359615,0.004015888,0.0047203
4755,0.004134727,0.008936027,0.003907073,0.003505257,0.003506531,0.003238037,0.003229381,0.003368795,0.003484912,0.003588349,0.004007256,0.004710275
4765,0.004126018,0.008919437,0.003898651,0.003497631,0.003498903,0.003230942,0.003222302,0.00336144,0.003477327,0.003580559,0.003998635,0.004700263
4775,0.004117336,0.008903041,0.003890239,0.003490016,0.003491285,0.003223856,0.003215234,0.003354095,0.003469752,0.003572779,0.003990025,0.004690263
4785,0.004108682,0.00888686,0.003881839,0.00348241,0.003483677,0.003216779,0.003208175,0.00334676,0.003462187,0.003565009,0.003981427,0.004680275
4795,0.00410006,0.008870919,0.003873449,0.003474815,0.00347608,0.003209713,0.003201125,0.003339434,0.003454632,0.003557249,0.00397284,0.0046703
4805,0.004091472,0.008855247,0.003865071,0.00346723,0.003468492,0.003202656,0.003194085,0.003332119,0.003447087,0.0035495,0.003964263,0.004660337
4815,0.004082921,0.008839877,0.003856703,0.003459655,0.003460915,0.003195609,0.003187055,0.003324813,0.003439552,0.003541761,0.003955698,0.004650387
4825,0.00407441,0.008824844,0.003848346,0.003452091,0.003453348,0.003188571,0.003180034,0.003317518,0.003432028,0.003534032,0.003947144,0.004640449
4835,0.004065944,0.008810191,0.003840001,0.003444536,0.003445791,0.003181543,0.003173023,0.003310232,0.003424513,0.003526314,0.003938601,0.004630524
4845,0.004057525,0.008795966,0.003831666,0.003436992,0.003438244,0.003174525,0.003166022,0.003302956,0.003417009,0.003518606,0.00393007,0.004620611
4855,0.00404916,0.008782224,0.003823342,0.003429458,0.003430707,0.003167516,0.003159031,0.003295691,0.003409515,0.003510909,0.003921549,0.004610711
4865,0.004040855,0.008769027,0.00381503,0.003421934,0.003423181,0.003160517,0.003152049,0.003288435,0.003402031,0.003503222,0.00391304,0.004600824
4875,0.004032615,0.008756449,0.003806728,0.00341442,0.003415665,0.003153528,0.003145077,0.003281189,0.003394558,0.003495545,0.003904542,0.004590949
4885,0.004024448,0.008744571,0.003798437,0.003406917,0.003408159,0.003146549,0.003138114,0.003273953,0.003387094,0.003487879,0.003896056,0.004581087
4895,0.004016363,0.008733489,0.003790158,0.003399424,0.003400664,0.003139579,0.003131161,0.003266728,0.003379641,0.003480223,0.00388758,0.004571237
4905,0.004008224,0.008722623,0.003781792,0.003391853,0.00339309,0.003132537,0.003124137,0.003259427,0.00337211,0.003472488,0.003879016,0.004561284
4915,0.003998827,0.00870609,0.003772556,0.003383496,0.00338473,0.003124764,0.003116382,0.003251367,0.003363797,0.003463948,0.003869562,0.004550296
4925,0.003989452,0.00868973,0.003763328,0.003375145,0.003376376,0.003116997,0.003108634,0.003243315,0.003355491,0.003455416,0.003860115,0.004539317
4935,0.0039801,0.008673551,0.003754108,0.003366801,0.00336803,0.003109237,0.003100893,0.003235269,0.003347192,0.003446891,0.003850676,0.004528345
4945,0.003970772,0.008657561,0.003744894,0.003358465,0.003359691,0.003101484,0.003093159,0.003227231,0.0033389,0.003438373,0.003841244,0.004517381
4955,0.003961469,0.008641771,0.003735689,0.003350135,0.003351358,0.003093738,0.003085431,0.003219199,0.003330615,0.003429863,0.00383182,0.004506426
4965,0.003952191,0.008626188,0.00372649,0.003341813,0.003343033,0.003085998,0.003077711,0.003211174,0.003322337,0.003421359,0.003822404,0.004495479
4975,0.003942939,0.008610823,0.0037173,0.003333498,0.003334715,0.003078265,0.003069997,0.003203156,0.003314066,0.003412863,0.003812995,0.00448454
4985,0.003933715,0.008595685,0.003708116,0.003325189,0.003326404,0.003070539,0.00306229,0.003195145,0.003305802,0.003404373,0.003803594,0.00447361
4995,0.003924518,0.008580787,0.00369894,0.003316888,0.0033181,0.00306282,0.00305459,0.003187141,0.003297545,0.003395891,0.0037942,0.004462688
